"GWO","kategoria","wydzial","jednostka.gl","zlozone","pozyskane","procent.sukcesu","kwota.calk","liczba.pracownikow","kwota.na.pracownika","dziedzina","szer.geog","dl.geog","adres","miasto"
"HS1HS","B","Wydział Filologiczno-Historyczny","Akademia im. Jana Długosza w Częstochowie",11,1,0.0909090909090909,47800,106,450.943396226415,"HS",50.8212527,19.1198562,"aleja Armii Krajowej 36a, Czestochowa, Poland"," Czestochowa"
"HS1HS","B","Wydział Humanistyczny","Uniwersytet Jana Kochanowskiego w Kielcach",7,1,0.142857142857143,53937,124,434.975806451613,"HS",50.866676,20.637352,"Stefana Zeromskiego 5, Kielce, Poland"," Kielce"
"HS1HS","A","Ośrodek Badań nad Antykiem Europy Południowo-
Wschodniej","Uniwersytet Warszawski",2,0,0,0,6.5,0,"HS",52.2403463,21.0186012,"Krakowskie Przedmiescie 26/28, 00-927 Warszawa, Poland"," Warszawa"
"HS1HS","A","Wydział Historyczny","Uniwersytet Gdański",9,0,0,0,82,0,"HS",54.396889,18.57253,"Wita Stwosza 55, 80-308 Gdansk, Poland"," Gdansk"
"HS1HS","B","Filia w Piotrkowie Trybunalskim Wydział Filologiczno-
Historyczny","Uniwersytet Jana Kochanowskiego w Kielcach",2,0,0,0,49,0,"HS",51.4096666,19.6713514,"Slowackiego 114/118, 97-300 Piotrk�w Trybunalski, Poland"," Piotrk�w Trybunalski"
"HS1HS","B","Wydział Filologiczno-Historyczny","Akademia Pomorska w Słupsku",6,0,0,0,96,0,"HS",54.4525039,17.042463,"Krzysztofa Arciszewskiego 22A, 76-200 Slupsk, Poland"," Slupsk"
"HS2HS","B","","Instytut Kultur Śródziemnomorskich i Orientalnych PAN",14,5,0.357142857142857,458153,24.35,18815.318275154,"HS",NA,NA,NA,NA
"HS2HS","A+","","Instytut Historii im. Tadeusza Manteuffla PAN",27,6,0.222222222222222,1397498,113.75,12285.6967032967,"HS",52.2497173,21.0113532,"rynek Starego Miasta 29, 00-272 Warszawa, Poland"," Warszawa"
"HS2HS","A","","Instytut Archeologii i Etnologii PAN",27,6,0.222222222222222,1405210,127.4,11029.9058084772,"HS",52.2424623,20.9959875,"aleja Solidarnosci 105, Warszawa, Poland"," Warszawa"
"HS2HS","A+","","Instytut Sztuki PAN",8,3,0.375,349860,57.5,6084.52173913043,"HS",52.2477933,21.0050651,"Dluga 26, Warszawa, Poland"," Warszawa"
"HS2HS","A","","Instytut Historii Nauki im. Ludwika i Aleksandra 
Birkenmajerów PAN",4,0,0,0,33,0,"HS",52.2375842,21.0179278,"Nowy Swiat 72, Warszawa, Poland"," Warszawa"
"HS3HS","B","","Instytut Europy Środkowo-Wschodniej",1,1,1,1510000,7,215714.285714286,"HS",51.2504939,22.5610847,"Niecala 5, Lublin, Poland"," Lublin"
"HS3HS","B","","Państwowy Instytut Naukowy - Instytut Śląski w Opolu",3,1,0.333333333333333,553200,18,30733.3333333333,"HS",50.665934,17.92153,"Piastowska 17, 45-081 Opole, Poland"," Opole"
"HS3HS","A","","Instytut Zachodni - Instytut Naukowo-Badawczy im. 
Zygmunta Wojciechowskiego",5,1,0.2,88700,18,4927.77777777778,"HS",NA,NA,NA,NA
"HS1PR","B","Wydział Prawa i Nauk Społecznych","Uniwersytet SWPS",3,2,0.666666666666667,1587981,21,75618.1428571429,"HS",52.2484404,21.0650155,"Chodakowska 19/31, Warszawa, Poland"," Warszawa"
"HS1PR","B","Wydział Prawa, Administracji i Ekonomii","Uniwersytet Wrocławski",30,9,0.3,3301311,206,16025.7815533981,"HS",51.1131117,17.0336098,"Uniwersytecka 22/26, 50-145 Wroclaw, Poland"," Wroclaw"
"HS1PR","B","Wydział Prawa i Administracji","Uniwersytet Kardynała Stefana Wyszyńskiego w 
Warszawie",16,5,0.3125,1357395,99,13711.0606060606,"HS",52.3123456,20.9206261,"bl. 17, Auditorium Maximum UKSW, Kazimierza W�ycickiego 1/3, 01-938 Warszawa, Poland"," Warszawa"
"HS1PR","A+","Wydział Prawa i Administracji","Uniwersytet Jagielloński",44,14,0.318181818181818,1976226,188.33,10493.4211224977,"HS",50.0605095,19.9337809,"Karola Olszewskiego, 30-962 Krak�w, Poland"," Krak�w"
"HS1PR","A","Wydział Prawa i Administracji","Uniwersytet im. Adama Mickiewicza w Poznaniu",26,8,0.307692307692308,1025312,121.3,8452.69579554823,"HS",52.4162283,16.9256079,"aleja Niepodleglosci 53, 61-714 Poznan, Poland"," Poznan"
"HS1PR","B","Wydział Prawa i Administracji","Uniwersytet Łódzki",12,7,0.583333333333333,811200,171.41,4732.51268887463,"HS",51.7776999,19.4825999,"Doktora Stefana Kopcinskiego 8/12, 90-033 L�dz, Poland"," L�dz"
"HS1PR","A","Wydział Prawa i Administracji","Uniwersytet Gdański",8,2,0.25,429900,119,3612.60504201681,"HS",54.398897,18.571701,"Jana Bazynskiego 6, 80-980 Gdansk, Poland"," Gdansk"
"HS1PR","A","Wydział Prawa i Administracji","Uniwersytet Warszawski",15,3,0.2,552034,162,3407.61728395062,"HS",52.240735,21.019109,"Krakowskie Przedmiescie 26/28, 00-927 Warszawa, Poland"," Warszawa"
"HS1PR","B","Wydział Prawa, Administracji i Stosunków 
Międzynarodowych","Krakowska Akademia im. Andrzeja Frycza 
Modrzewskiego",6,1,0.166666666666667,177875,76,2340.46052631579,"HS",50.0508476,19.9646244,"Gustawa Herlinga-Grudzinskiego 1, Krak�w, Poland"," Krak�w"
"HS1PR","A","Wydział Prawa i Administracji","Uniwersytet Śląski w Katowicach",4,1,0.25,186160,102.5,1816.19512195122,"HS",50.2604205,19.0325744,"Bankowa 11b, Katowice, Poland"," Katowice"
"HS1PR","B","Wydział Prawa, Prawa Kanonicznego i Administracji","Katolicki Uniwersytet Lubelski Jana Pawła II",10,1,0.1,239672,135,1775.34814814815,"HS",51.2476612,22.5448037,"Aleje Raclawickie 14, 20-950 Lublin, Poland"," Lublin"
"HS1PR","B","Wydział Prawa i Administracji","Uniwersytet Warmińsko-Mazurski w Olsztynie",7,1,0.142857142857143,100620,143,703.636363636364,"HS",53.7601848,20.4608081,"Michala Oczapowskiego 2, Olsztyn, Poland"," Olsztyn"
"HS1PR","B","Wydział Prawa i Administracji","Uniwersytet Opolski",3,0,0,0,46,0,"HS",50.672435,17.9329912,"Katowicka 87a, 45-060 Opole, Poland"," Opole"
"HS1PR","B","Wydział Prawa Kanonicznego","Uniwersytet Kardynała Stefana Wyszyńskiego w 
Warszawie",1,0,0,0,25,0,"HS",52.2952917,20.9600312,"Dewajtis 5, Warszawa, Poland"," Warszawa"
"HS1PR","B","Wydział Prawa i Administracji","Uniwersytet Marii Curie-Skłodowskiej",4,0,0,0,132,0,"HS",51.2453207,22.540437,"Plac Marii Sklodowskiej-Curie 5, 20-031 Lublin, Poland"," Lublin"
"HS1PR","A","Wydział Prawa","Uniwersytet w Białymstoku",12,0,0,0,105,0,"HS",53.1287846,23.169061,"Mickiewicza 1, Bialystok, Poland"," Bialystok"
"HS1PR","B","Wydział Prawa i Administracji","Uczelnia Łazarskiego",2,0,0,0,39.5,0,"HS",52.1776819,21.015687,"Swieradowska 43, 02-662 Warszawa, Poland"," Warszawa"
"HS1PR","B","Wydział Prawa i Administracji","Wyższa Szkoła Finansów i Zarządzania w Warszawie",3,0,0,0,16,0,"HS",52.2440137,20.9826743,"Pawia 55, Warszawa, Poland"," Warszawa"
"HS1PR","B","Wydział Zamiejscowy Nauk Prawnych i Ekonomicznych 
w Tomaszowie Lubelskim","Katolicki Uniwersytet Lubelski Jana Pawła II",1,0,0,0,37,0,"HS",50.4439156,23.4163553,"Lwowska 80, Tomasz�w Lubelski, Poland"," Tomasz�w Lubelski"
"HS1PR","B","Wydział Prawa i Administracji","Uniwersytet Szczeciński",3,0,0,0,66,0,"HS",53.4214377,14.539993,"Gabriela Narutowicza, 70-953 Szczecin, Poland"," Szczecin"
"HS1PR","B","Wydział Prawa i Administracji","Uniwersytet Rzeszowski",1,0,0,0,85,0,"HS",50.0392349,22.0024583,"Grunwaldzka 13, Rzesz�w, Poland"," Rzesz�w"
"HS1PR","B","Wydział Prawa i Administracji","Wyższa Szkoła Menedżerska w Warszawie",1,0,0,0,NA,NA,"HS",52.2575647,21.0581563,"Kaweczynska 36, 03-772 Warszawa, Poland"," Warszawa"
"HS2PR","A","","Instytut Nauk Prawnych PAN",16,9,0.5625,870164,63,13812.126984127,"HS",52.2375842,21.0179278,"Nowy Swiat 72, Warszawa, Poland"," Warszawa"
"HS1SP","A","Instytut Studiów Społecznych im. prof. Roberta B. 
Zajonca","Uniwersytet Warszawski",8,4,0.5,2821452,9,313494.666666667,"HS",52.2525144,20.9903192,"Stawki 5/7, 00-183 Warszawa, Poland"," Warszawa"
"HS1SP","A","Ośrodek Badań nad Migracjami","Uniwersytet Warszawski",2,2,1,2315566,9.7,238718.144329897,"HS",52.2403463,21.0186012,"Krakowskie Przedmiescie 26/28, 00-927 Warszawa, Poland"," Warszawa"
"HS1SP","A","Wydział Filozoficzny","Uniwersytet Jagielloński",94,32,0.340425531914894,11207404,236,47489,"HS",50.0608162,19.9330331,"Golebia 24, Krak�w, Poland"," Krak�w"
"HS1SP","A+","Wydział Psychologii","Uniwersytet Warszawski",16,9,0.5625,2925422,77,37992.4935064935,"HS",52.2525358,20.9904358,"Stawki 5/7, 00-183 Warszawa, Poland"," Warszawa"
"HS1SP","A+","Wydział Zamiejscowy we Wrocławiu","Uniwersytet SWPS",11,3,0.272727272727273,860506,30.5,28213.3114754098,"HS",51.0936246,16.9734371,"Aleksandra Ostrowskiego 30b, Wroclaw, Poland"," Wroclaw"
"HS1SP","A","Instytut Ameryk i Europy","Uniwersytet Warszawski",10,3,0.3,772950,39,19819.2307692308,"HS",52.2403463,21.0186012,"Krakowskie Przedmiescie 26/28, 00-927 Warszawa, Poland"," Warszawa"
"HS1SP","A","Wydział Psychologii","Uniwersytet SWPS",27,9,0.333333333333333,1206284,73,16524.4383561644,"HS",52.2525358,20.9904358,"Stawki 5/7, 00-183 Warszawa, Poland"," Warszawa"
"HS1SP","B","Wydział Stosowanych Nauk Społecznych","Akademia Pedagogiki Specjalnej im. Marii 
Grzegorzewskiej",9,4,0.444444444444444,1442159,89,16204.0337078652,"HS",52.2172072,20.9707359,"Szczesliwicka 40, 02-353 Warszawa, Poland"," Warszawa"
"HS1SP","A","Wydział Filozofii i Socjologii","Uniwersytet Warszawski",46,15,0.326086956521739,2192451,137,16003.2919708029,"HS",52.2391965,21.0168216,"Krakowskie Przedmiescie 3, Warszawa, Poland"," Warszawa"
"HS1SP","B","Wydział Stosowanych Nauk Społecznych i 
Resocjalizacji","Uniwersytet Warszawski",13,5,0.384615384615385,1425220,95,15002.3157894737,"HS",52.2293963,21.0196769,"Zurawia 4, 00-503 Warszawa, Poland"," Warszawa"
"HS1SP","A","Wydział Nauk Politycznych i Dziennikarstwa","Uniwersytet im. Adama Mickiewicza w Poznaniu",21,3,0.142857142857143,693920,69,10056.8115942029,"HS",52.4658412,16.9247818,"Umultowska 89A, 61-614 Poznan, Poland"," Poznan"
"HS1SP","B","Wydział Nauk Pedagogicznych","Akademia Pedagogiki Specjalnej im. Marii 
Grzegorzewskiej",7,2,0.285714285714286,1142601,139,8220.15107913669,"HS",52.2172072,20.9707359,"Szczesliwicka 40, 02-353 Warszawa, Poland"," Warszawa"
"HS1SP","B","Wydział Politologii","Uniwersytet Marii Curie-Skłodowskiej",17,4,0.235294117647059,719730,93,7739.03225806452,"HS",51.2491873,22.5603819,"plac Litewski 3, Lublin, Poland"," Lublin"
"HS1SP","B","Wydział Studiów Międzynarodowych i Politycznych","Uniwersytet Jagielloński",39,8,0.205128205128205,1350950,185.83,7269.81649895065,"HS",50.060372,19.9304303,"Jablonowskich 5, Krak�w, Poland"," Krak�w"
"HS1SP","A","Wydział Nauk Społecznych","Katolicki Uniwersytet Lubelski Jana Pawła II",15,5,0.333333333333333,1101466,209,5270.17224880383,"HS",51.2476612,22.5448037,"Aleje Raclawickie 14, 20-950 Lublin, Poland"," Lublin"
"HS1SP","B","Wydział Nauk Społecznych","Uniwersytet Śląski w Katowicach",31,5,0.161290322580645,825669,166,4973.90963855422,"HS",50.2606953,19.0292811,"Bankowa 11, Katowice, Poland"," Katowice"
"HS1SP","B","Wydział Administracji i Nauk Społecznych","Wyższa Szkoła Informatyki i Zarządzania w Rzeszowie",3,2,0.666666666666667,212030,45,4711.77777777778,"HS",50.0489064,21.9817016,"mjr. Henryka Sucharskiego 2, Rzesz�w, Poland"," Rzesz�w"
"HS1SP","B","Wydział Studiów Międzynarodowych i 
Politologicznych","Uniwersytet Łódzki",7,2,0.285714285714286,279096,62,4501.54838709677,"HS",51.7715004,19.4721895,"Skladowa 43, 90-127 L�dz, Poland"," L�dz"
"HS1SP","A","Wydział Dziennikarstwa i Nauk Politycznych","Uniwersytet Warszawski",36,7,0.194444444444444,842120,189,4455.66137566138,"HS",52.2392278,21.0168404,"Krakowskie Przedmiescie 3, 00-927 Warszawa, Poland"," Warszawa"
"HS1SP","B","Wydział Nauk Społecznych i Dziennikarstwa","Dolnośląska Szkoła Wyższa",3,1,0.333333333333333,127120,33,3852.12121212121,"HS",51.1140032,16.9966643,"Strzegomska 47, 53-611 Wroclaw, Poland"," Wroclaw"
"HS1SP","A","Wydział Zarządzania i Komunikacji Społecznej","Uniwersytet Jagielloński",22,3,0.136363636363636,686026,183.5,3738.56130790191,"HS",50.030304,19.9086839,"Lojasiewicza 4, Krak�w, Poland"," Krak�w"
"HS1SP","B","Wydział Nauk Społecznych","Uniwersytet Wrocławski",35,8,0.228571428571429,712425,202,3526.85643564356,"HS",51.1409634,17.0691973,"Koszarowa 3, 51-149 Wroclaw, Poland"," Wroclaw"
"HS1SP","A","Wydział Psychologii","Wyższa Szkoła Finansów i Zarządzania w Warszawie",13,1,0.0769230769230769,130400,37,3524.32432432432,"HS",52.2440137,20.9826743,"Pawia 55, Warszawa, Poland"," Warszawa"
"HS1SP","B","Wydział Nauk Społecznych","Uniwersytet Gdański",18,6,0.333333333333333,693190,256,2707.7734375,"HS",54.3990486,18.5731602,"Jana Bazynskiego 4, 80-309 Gdansk, Poland"," Gdansk"
"HS1SP","A","Wydział Politologii i Studiów Międzynarodowych","Uniwersytet Mikołaja Kopernika w Toruniu",10,2,0.2,128062,59,2170.54237288136,"HS",53.0257579,18.6204154,"Stefana Batorego 39L, 87-100 Torun, Poland"," Torun"
"HS1SP","B","Wydział Historyczno-Pedagogiczny","Uniwersytet Opolski",11,2,0.181818181818182,355940,167,2131.37724550898,"HS",50.6720297,17.9323782,"45-910 Opole, Poland"," Opole"
"HS1SP","B","Wydział Nauk Pedagogicznych","Dolnośląska Szkoła Wyższa",4,1,0.25,90625,62.25,1455.82329317269,"HS",51.114282,16.992185,"Strzegomska 55, 53-611 Wroclaw, Poland"," Wroclaw"
"HS1SP","B","Wydział Nauk o Bezpieczeństwie","Wyższa Szkoła Oficerska Wojsk Lądowych im. Generała 
Tadeusza Kościuszki we Wrocławiu",2,1,0.5,48000,36,1333.33333333333,"HS",51.1500686,17.0585712,"Piotra Czajkowskiego 109, Wroclaw, Poland"," Wroclaw"
"HS1SP","A","Wydział Studiów Edukacyjnych","Uniwersytet im. Adama Mickiewicza w Poznaniu",8,1,0.125,162120,123,1318.0487804878,"HS",52.4137589,16.8842805,"Szamarzewskiego 89, Poznan, Poland"," Poznan"
"HS1SP","B","Wydział Nauk o Wychowaniu","Uniwersytet Łódzki",6,1,0.166666666666667,96084,111,865.621621621622,"HS",51.7780505,19.4665572,"Pomorska 46/48, 91-408 L�dz, Poland"," L�dz"
"HS1SP","A","Wydział Nauk Społecznych","Uniwersytet im. Adama Mickiewicza w Poznaniu",47,2,0.0425531914893617,171860,216.5,793.810623556582,"HS",52.414254,16.8828957,"Szamarzewskiego 89, 60-568 Poznan, Poland"," Poznan"
"HS1SP","B","Wydział Nauk Społecznych","Uniwersytet Warmińsko-Mazurski w Olsztynie",11,1,0.0909090909090909,82238,121,679.652892561983,"HS",53.771734,20.488492,"Zolnierska 14, 10-561 Olsztyn, Poland"," Olsztyn"
"HS1SP","B","Wydział Zamiejscowy w Sopocie","Uniwersytet SWPS",4,0,0,0,25,0,"HS",54.4312729,18.5675705,"Polna 16, Sopot, Poland"," Sopot"
"HS1SP","B","Wydział Nauk Historycznych i Społecznych","Uniwersytet Kardynała Stefana Wyszyńskiego w 
Warszawie",3,0,0,0,148,0,"HS",52.3115116,20.9192569,"Kazimierza W�ycickiego 1/3, 01-938 Warszawa, Poland"," Warszawa"
"HS1SP","B","Wydział Pedagogiki i Psychologii","Uniwersytet Śląski w Katowicach",5,0,0,0,135,0,"HS",50.2703682,19.0175135,"Grazynskiego 53, Katowice, Poland"," Katowice"
"HS1SP","B","Wydział Filozofii i Socjologii","Uniwersytet Marii Curie-Skłodowskiej",4,0,0,0,82,0,"HS",51.2450302,22.5411934,"Plac Marii Sklodowskiej-Curie 4, 20-031 Lublin, Poland"," Lublin"
"HS1SP","B","Wydział Etnologii i Nauk o Edukacji w Cieszynie","Uniwersytet Śląski w Katowicach",7,0,0,0,84,0,"HS",49.7491778,18.6485858,"Bielska 62, 43-400 Cieszyn, Poland"," Cieszyn"
"HS1SP","B","Wydział Pedagogiki, Socjologii i Nauk o Zdrowiu","Uniwersytet Zielonogórski",14,0,0,0,106,0,"HS",51.936343,15.5071594,"Licealna 9, Zielona G�ra, Poland"," Zielona G�ra"
"HS1SP","B","Wydział Pedagogiki i Psychologii","Uniwersytet Kazimierza Wielkiego",6,0,0,0,90,0,"HS",53.1311376,18.0191983,"Jana Karola Chodkiewicza 30, 85-064 Bydgoszcz, Poland"," Bydgoszcz"
"HS1SP","B","Wydział Pedagogiki i Psychologii","Uniwersytet Marii Curie-Skłodowskiej",11,0,0,0,119,0,"HS",51.2455166,22.5414484,"Plac Marii Sklodowskiej-Curie 5, Lublin, Poland"," Lublin"
"HS1SP","B","Wydział Pedagogiczny","Uniwersytet Warszawski",7,0,0,0,51,0,"HS",52.2209316,21.0191042,"Mokotowska 16/20, Warszawa, Poland"," Warszawa"
"HS1SP","A","Wydział Nauk Pedagogicznych","Uniwersytet Mikołaja Kopernika w Toruniu",3,0,0,0,51.5,0,"HS",53.0214495,18.5691825,"Lwowska 1, Torun, Poland"," Torun"
"HS1SP","B","Wydział Zarządzania i Administracji","Uniwersytet Jana Kochanowskiego w Kielcach",6,0,0,0,115,0,"HS",50.879036,20.661493,"Swietokrzyska 21, 25-406 Kielce, Poland"," Kielce"
"HS1SP","B","Wydział Humanistyczny","Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach",6,0,0,0,147,0,"HS",52.1752871,22.2674471,"Zytnia 39, 08-100 Siedlce, Poland"," Siedlce"
"HS1SP","B","Wydział Pedagogiki i Psychologii","Uniwersytet w Białymstoku",3,0,0,0,96,0,"HS",53.1279257,23.1586545,"ul. Marii Sklodowskiej-Curie 14, 15-097 Bialystok, Poland"," Bialystok"
"HS1SP","B","Wydział Nauk Społecznych","Akademia im. Jana Długosza w Częstochowie",4,0,0,0,53,0,"HS",50.8101247,19.1163831,"Jerzego Waszyngtona 4/8, Czestochowa, Poland"," Czestochowa"
"HS1SP","A","","Collegium Civitas",3,0,0,0,30,0,"HS",52.2317185,21.006011,"plac Defilad 1, Warszawa, Poland"," Warszawa"
"HS1SP","B","Wydział Psychologii i Nauk Humanistycznych","Krakowska Akademia im. Andrzeja Frycza 
Modrzewskiego",4,0,0,0,53,0,"HS",50.0508476,19.9646244,"Gustawa Herlinga-Grudzinskiego 1, Krak�w, Poland"," Krak�w"
"HS1SP","B","Wydział Administracji i Nauk Społecznych","Politechnika Warszawska",3,0,0,0,57.9,0,"HS",52.2205657,21.0100061,"Plac Politechniki, 1, 00-661 Warszawa, Poland"," Warszawa"
"HS1SP","B","Wydział Nauk Humanistycznych i Społecznych","Akademia Marynarki Wojennej im. Bohaterów 
Westerplatte",3,0,0,0,19,0,"HS",54.5430636,18.5454691,"Inzyniera Jana Smidowicza 69, Gdynia, Poland"," Gdynia"
"HS1SP","B","Wydział Nauk Pedagogicznych","Uniwersytet Kardynała Stefana Wyszyńskiego w 
Warszawie",3,0,0,0,32,0,"HS",52.2952917,20.9600312,"Dewajtis 5, Warszawa, Poland"," Warszawa"
"HS1SP","B","Wydział Administracji i Nauk Społecznych","Uniwersytet Kazimierza Wielkiego",3,0,0,0,54,0,"HS",53.1311376,18.0191983,"Jana Karola Chodkiewicza 30, 85-064 Bydgoszcz, Poland"," Bydgoszcz"
"HS1SP","B","Wydział Pedagogiczny","Uniwersytet Pedagogiczny im. Komisji Edukacji 
Narodowej w Krakowie",1,0,0,0,172,0,"HS",50.0619388,19.9211712,"Romana Ingardena 4, Krak�w, Poland"," Krak�w"
"HS1SP","A","Wydział Zarządzania i Dowodzenia","Akademia Obrony Narodowej",2,0,0,0,105,0,"HS",52.2687436,21.1749931,"Al. gen. Antoniego Chrusciela ""Montera"" 103, 00-910 Warszawa, Poland"," Warszawa"
"HS1SP","B","Wydział Zamiejscowy Nauk o Społeczeństwie w 
Stalowej Woli","Katolicki Uniwersytet Lubelski Jana Pawła II",2,0,0,0,93,0,"HS",50.5632099,22.0595177,"Katynia Ofiar Katynia 6A, Stalowa Wola, Poland"," Stalowa Wola"
"HS1SP","B","Wydział Nauk Społecznych","Szkoła Główna Gospodarstwa Wiejskiego w Warszawie",1,0,0,0,54,0,"HS",52.1639859,21.0472979,"Nowoursynowska 166, Warszawa, Poland"," Warszawa"
"HS1SP","B","Wydział Politologii","Wyższa Szkoła Finansów i Zarządzania w Warszawie",2,0,0,0,11,0,"HS",52.2440137,20.9826743,"Pawia 55, Warszawa, Poland"," Warszawa"
"HS1SP","B","Wydział Dowodzenia i Operacji Morskich","Akademia Marynarki Wojennej im. Bohaterów 
Westerplatte",2,0,0,0,30,0,"HS",54.5438708,18.5450238,"Inzyniera Jana Smidowicza 69, Gdynia, Poland"," Gdynia"
"HS1SP","B","Wydział Studiów nad Rodziną","Uniwersytet Kardynała Stefana Wyszyńskiego w 
Warszawie",1,0,0,0,17,0,"HS",52.3363995,20.899357,"Krzysztofa Kamila Baczynskiego 9, 05-092 Lomianki, Poland"," Lomianki"
"HS1SP","B","Centrum Europejskie","Uniwersytet Warszawski",1,0,0,0,28,0,"HS",52.1857751,21.0198901,"aleja Niepodleglosci 22, Warszawa, Poland"," Warszawa"
"HS1SP","B","Wydział Pedagogiczny","Akademia Ignatianum w Krakowie",4,0,0,0,102,0,"HS",50.0625819,19.9488974,"Mikolaja Kopernika 26, Krak�w, Poland"," Krak�w"
"HS1SP","B","Wydział Nauk Społecznych","Akademia Pomorska w Słupsku",1,0,0,0,100,0,"HS",54.4583206,16.995356,"Szczecinska 60, 76-200 Slupsk, Poland"," Slupsk"
"HS1SP","B","Wydział Nauk Humanistycznych i Społecznych","Wyższa Szkoła Administracji w Bielsku-Białej",1,0,0,0,NA,NA,"HS",49.8229231,19.0400042,"plac Marcina Lutra 7, 43-300 Bielsko-Biala, Poland"," Bielsko-Biala"
"HS1SP","B","Wydział Studiów Międzynarodowych","Wyższa Szkoła Administracji w Bielsku-Białej",3,1,0.333333333333333,478866,NA,NA,"HS",49.8229231,19.0400042,"plac Marcina Lutra 7, 43-300 Bielsko-Biala, Poland"," Bielsko-Biala"
"HS1SP","C","","Wyższa Szkoła Promocji",6,0,0,0,NA,NA,"HS",52.231896,21.006162,"Palac Kultury i Nauki, plac Defilad 1, 00-901 Warszawa, Poland"," Warszawa"
"HS1SP","B","","Wyższa Szkoła Studiów Międzynarodowych",1,0,0,0,NA,NA,"HS",51.7462319,19.4690463,"Brzozowa 3/9, L�dz, Poland"," L�dz"
"HS2SP","A","","Instytut Psychologii PAN",13,6,0.461538461538462,3300160,30,110005.333333333,"HS",NA,NA,NA,NA
"HS2SP","A+","","Instytut Filozofii i Socjologii PAN",23,8,0.347826086956522,4018449,62,64813.6935483871,"HS",52.2375842,21.0179278,"Nowy Swiat 72, Warszawa, Poland"," Warszawa"
"HS2SP","A","","Instytut Studiów Politycznych PAN",17,3,0.176470588235294,451505,76,5940.8552631579,"HS",52.2160557,21.0182902,"Polna 18/20, Warszawa, Poland"," Warszawa"
"HS1FT","B","Wydział Teologiczny","Uniwersytet Papieski Jana Pawła II w Krakowie",26,4,0.153846153846154,378375,56,6756.69642857143,"HS",50.0568341,19.9374282,"Kanonicza 9, 31-002 Krak�w, Poland"," Krak�w"
"HS1FT","A","Wydział Teologii","Uniwersytet Warmińsko-Mazurski w Olsztynie",6,2,0.333333333333333,255079,43,5932.06976744186,"HS",53.7601848,20.4608081,"Michala Oczapowskiego 2, Olsztyn, Poland"," Olsztyn"
"HS1FT","A","Wydział Teologii","Katolicki Uniwersytet Lubelski Jana Pawła II",12,2,0.166666666666667,712271,145,4912.21379310345,"HS",51.2476612,22.5448037,"Aleje Raclawickie 14, 20-950 Lublin, Poland"," Lublin"
"HS1FT","A","Wydział Filozofii Chrześcijańskiej","Uniwersytet Kardynała Stefana Wyszyńskiego w 
Warszawie",13,5,0.384615384615385,400713,88,4553.55681818182,"HS",52.3115649,20.9192251,"W�ycickiego 1/3, Warszawa, Poland"," Warszawa"
"HS1FT","A+","Wydział Humanistyczny","Uniwersytet Mikołaja Kopernika w Toruniu",15,3,0.2,229970,63.5,3621.57480314961,"HS",53.0108288,18.6005265,"Fosa Staromiejska 1a, Torun, Poland"," Torun"
"HS1FT","A","Wydział Teologiczny","Uniwersytet Kardynała Stefana Wyszyńskiego w 
Warszawie",9,1,0.111111111111111,55913,110.19,507.423541156185,"HS",52.2952917,20.9600312,"Dewajtis 5, Warszawa, Poland"," Warszawa"
"HS1FT","A","Wydział Filozofii","Katolicki Uniwersytet Lubelski Jana Pawła II",8,1,0.125,29536,78.75,375.060317460317,"HS",51.2476612,22.5448037,"Aleje Raclawickie 14, 20-950 Lublin, Poland"," Lublin"
"HS1FT","A","Wydział Teologiczny","Uniwersytet Mikołaja Kopernika w Toruniu",2,0,0,0,31.5,0,"HS",53.0189945,18.5795932,"Gagarina 37, Torun, Poland"," Torun"
"HS1FT","A","Wydział Filozoficzny","Uniwersytet Papieski Jana Pawła II w Krakowie",3,0,0,0,28,0,"HS",50.0555933,19.9367711,"Kanonicza 25, Krak�w, Poland"," Krak�w"
"HS1FT","B","Wydział Teologiczny","Uniwersytet Śląski w Katowicach",6,0,0,0,37.75,0,"HS",50.2516863,19.0171786,"Jordana 18, Katowice, Poland"," Katowice"
"HS1FT","B","Wydział Filozoficzny","Akademia Ignatianum w Krakowie",3,0,0,0,56,0,"HS",50.0625819,19.9488974,"Mikolaja Kopernika 26, Krak�w, Poland"," Krak�w"
"HS1FT","A","Wydział Teologiczny","Uniwersytet im. Adama Mickiewicza w Poznaniu",1,0,0,0,59,0,"HS",52.4095032,16.9476957,"Wiezowa 2/4, 61-111 Poznan, Poland"," Poznan"
"HS1FT","B","Wydział Teologiczny","Chrześcijańska Akademia Teologiczna w Warszawie",3,0,0,0,18,0,"HS",52.2477669,21.0069274,"Miodowa 21C, Warszawa, Poland"," Warszawa"
"NZ1B","A+","Wydział Biochemii, Biofizyki i Biotechnologii","Uniwersytet Jagielloński",60,29,0.483333333333333,24860001,158,157341.778481013,"NZ",50.0261879,19.9004598,"Gronostajowa 7, Krak�w, Poland"," Krak�w"
"NZ1B","A+","Wydział Biotechnologii","Uniwersytet Wrocławski",25,7,0.28,6391689,52,122917.096153846,"NZ",51.1119002,17.053315,"Fryderyka Joliot-Curie 14a, 50-383 Wroclaw, Poland"," Wroclaw"
